city,latitude,longitude
SCHOOL NUMBER 10 (HISTORICAL),43.1675,-76.98667
SCHOOL NUMBER 11 (HISTORICAL),43.15278,-76.92278
SCHOOL NUMBER 12 (HISTORICAL),43.15083,-76.95889
SCHOOL NUMBER 16 (HISTORICAL),43.18833,-76.96333
SCHOOL NUMBER 2 (HISTORICAL),43.26278,-77.02917
SCHOOL NUMBER 3 (HISTORICAL),43.27528,-77.11306
SCHOOL NUMBER 6 (HISTORICAL),43.25111,-77.11194
SCHOOL NUMBER 14 (HISTORICAL),43.25167,-77.06333
NEGRO HILL,43.28139,-77.07111
DABOLL CORNERS,43.08111,-76.82806
WILEY CORNER,43.04444,-76.77306
SCHOOL NUMBER 3 (HISTORICAL),43.12222,-76.78917
SCHOOL NUMBER 4 (HISTORICAL),43.09361,-76.76278
SCHOOL NUMBER 6 (HISTORICAL),43.09361,-76.7975
SCHOOL NUMBER 7 (HISTORICAL),43.02222,-76.76778
SCHOOL NUMBER 11 (HISTORICAL),43.04389,-76.77333
LIME KILN,43.17278,-77.12056
SCHOOL NUMBER 4 (HISTORICAL),43.12806,-77.0225
SCHOOL NUMBER 8 (HISTORICAL),43.22306,-77.01278
SCHOOL NUMBER 9 (HISTORICAL),43.20111,-77.01333
SCHOOL NUMBER 15 (HISTORICAL),43.14917,-77.11861
SCHOOL NUMBER 15 (HISTORICAL),43.17611,-77.08472
SCHOOL NUMBER 16 (HISTORICAL),43.14667,-77.08194
SCHOOL NUMBER 17 (HISTORICAL),43.14056,-77.10222
SCHOOL NUMBER 17 (HISTORICAL),43.16472,-77.01278
SCHOOL NUMBER 18 (HISTORICAL),43.19222,-77.0925
SCHOOL NUMBER 19 (HISTORICAL),43.18111,-77.06
SCHOOL NUMBER 20 (HISTORICAL),43.15083,-77.03806
SCHOOL NUMBER 20 (HISTORICAL),43.17139,-77.12111
SCHOOL NUMBER 21 (HISTORICAL),43.18139,-77.03028
SCHOOL NUMBER 22 (HISTORICAL),43.22944,-77.03167
SCHOOL NUMBER 9 (HISTORICAL),43.26417,-76.88472
SCHOOL NUMBER 13 (HISTORICAL),43.25194,-76.99306
FIREMANS PARK,43.22222,-77.19417
SCHOOL NUMBER 4 (HISTORICAL),43.22889,-77.14528
SCHOOL NUMBER 5 (HISTORICAL),43.14389,-76.84222
SCHOOL NUMBER 10 (HISTORICAL),43.23389,-76.85528
SCHOOL NUMBER 7 (HISTORICAL),42.80722,-77.9775
SCHOOL NUMBER 1 (HISTORICAL),42.80194,-78.01417
ATTICA VILLAGE OFFICE,42.86389,-78.28389
SAINT PAUL'S EVANGELICAL CHURCH,42.86472,-78.28167
ATTICA VOLUNTEER FIRE DEPARTMENT STATION 1,42.86473,-78.28324
ATTICA HIGH SCHOOL,42.86556,-78.27944
FIRST BAPTIST CHURCH,42.86472,-78.27889
FIRST METHODIST CHURCH,42.86417,-78.28028
SAINT VINCENT'S ROMAN CATHOLIC CHURCH,42.86583,-78.27583
FIRST PRESBYTERIAN CHURCH,42.86444,-78.27861
SAINT LUKE'S EPISCOPAL CHURCH,42.86556,-78.275
SAINT JOSEPH'S SCHOOL (HISTORICAL),42.86583,-78.27444
CAPITOL THEATRE,43.21222,-75.46
SAINT JOHN THE BAPTIST ROMAN CATHOLIC CHURCH,43.20861,-75.45444
EAST PARK,43.2125,-75.455
SAINT PETERS ROMAN CATHOLIC CHURCH,43.21222,-75.45556
ROME FIRE DEPARTMENT CENTRAL STATION,43.21114,-75.45249
SAINT MICHAEL'S ROMAN CATHOLIC CHURCH,43.21083,-75.4525
SAINT MARY'S PAROCHIAL SCHOOL (HISTORICAL),43.21389,-75.45944
SAINT MARY'S ROMAN CATHOLIC CHURCH,43.21361,-75.45889
TRINITY UNITED CHURCH OF CHRIST,43.21472,-75.45889
ZION EPISCOPAL CHURCH,43.21306,-75.45778
ROME CITY HALL,43.2125,-75.45611
ROME CITY JAIL,43.2125,-75.45639
FIRST PRESBYTERIAN CHURCH,43.21389,-75.45611
SEVENTH DAY ADVENTIST CHURCH (HISTORICAL),43.21944,-75.45806
YMCA AND YWCA OF ROME,43.21889,-75.45667
SAINT NICHOLAS UKRAINIAN CHURCH,43.21833,-75.45611
NINDE MEMORIAL CHAPEL,43.21639,-75.45778
FIRST CHURCH OF CHRIST SCIENTIST,43.21611,-75.45611
WESLEYAN METHODIST CHURCH,43.21694,-75.46389
FIRST ASSEMBLY OF GOD CHURCH,43.21556,-75.46278
THE ALLIANCE CHURCH,43.21472,-75.46139
FREE METHODIST CHURCH,43.21694,-75.46
FIRST BAPTIST CHURCH,43.21639,-75.45889
STALEY UPPER ELEMENTARY SCHOOL,43.21056,-75.44167
CHURCH OF THE TRANSFIGURATION,43.20778,-75.46222
TRANSFIGURATION ROMAN CATHOLIC SCHOOL,43.2075,-75.46167
EAST ROME PUBLIC SCHOOL (HISTORICAL),43.20778,-75.44722
EAST ROME BRANCH JERVIS PUBLIC LIBRARY,43.20667,-75.44833
SACRED HEART MISSION,43.20833,-75.44611
COLUMBUS PUBLIC SCHOOL (HISTORICAL),43.20639,-75.44222
BLACK RIVER BOULEVARD SHOPPING CENTER,43.22028,-75.44778
ROME FIRE STATION NUMBER 3,43.21833,-75.44861
BETHEL PRESBYTERIAN CHURCH,43.21833,-75.45333
BANNEKER PLAYGROUND,40.69028,-73.94889
HATTIE CARTHAN GARDEN,40.69,-73.94861
STOCKTON PLAYGROUND,40.69722,-73.94861
CHARLIE'S PLACE,40.69917,-73.94556
BARTLETT PLAYGROUND,40.70083,-73.94611
EUGENIO MARIA DE HOSTOS PLAYGROUND,40.7025,-73.94944
LINDSAY TRIANGLE,40.70417,-73.94833
SCULPTURE FOR LIVING,40.72972,-73.99139
SUNSHINE COMMUNITY GARDEN,40.70528,-73.94417
MARTINEZ PLAYGROUND,40.70889,-73.94444
TEN EYCK PLAZA,40.70917,-73.94944
MACRI SQUARE,40.71417,-73.95222
CAMPIZ PLAYGROUND,40.71389,-73.95417
RODNEY PLAYGROUND NORTH,40.71111,-73.95528
RODNEY PLAYGROUND CENTER,40.71028,-73.95556
RODNEY PLAYGROUND SOUTH,40.70972,-73.95583
MARCY GREEN NORTH,40.71,-73.95667
MARCY GREEN CENTER,40.70944,-73.95722
MARCY GREEN SOUTH,40.70861,-73.9575
RODNEY PARK NORTH,40.70917,-73.95639
RODNEY PARK CENTER,40.70833,-73.95694
RODNEY PARK SOUTH,40.7075,-73.95722
MARCY PARK SOUTH,40.7075,-73.95833
MIDDLETON PLAYGROUND,40.70083,-73.95528
LENTOL TRIANGLE,40.70361,-73.96028
ROEBLING PLAYGROUND,40.70639,-73.96139
SOBEL GREEN,40.70722,-73.96139
COHN TRIANGLE,40.7075,-73.96472
BEDFORD PLAYGROUND,40.70833,-73.96389
EPIPHANY PLAYGROUND,40.70861,-73.96556
ROBERTO CLEMENTE BALLFIELD,40.70667,-73.96778
JACOB'S LADDER PLAYGROUND,40.70472,-73.96722
PENN TRIANGLE,40.70083,-73.96083
CLASSON TRIANGLE,40.69917,-73.96111
CLASSON PLAYGROUND,40.69917,-73.96167
STEUBEN PLAYGROUND,40.69722,-73.96361
STANWIX SCHOOL (HISTORICAL),43.19278,-75.4325
EAST THOMAS STREET SCHOOL (HISTORICAL),43.21472,-75.45222
SAINT PETER'S PAROCHIAL SCHOOL,43.21278,-75.45083
BISSELL HALL,43.22389,-75.45611
FIFTH WARD PLAYGROUND,43.22583,-75.45917
GANSEVOORT ELEMENTARY SCHOOL,43.22,-75.4725
ONEIDA COUNTY HOSPITAL,43.21972,-75.42722
ROME MEMORIAL HOSPITAL,43.22916,-75.44258
MURPHY MEMORIAL HOSPITAL (HISTORICAL),43.21917,-75.46333
FIRST UNITED METHODIST CHURCH,43.21639,-75.45806
SAINT LUKE'S EPISCOPAL CHURCH,43.09889,-77.44
FAIRPORT TOWN HALL,43.10028,-77.44167
SOUTH SIDE FIRE STATION (HISTORICAL),43.10028,-77.44167
FIRST BAPTIST CHURCH,43.09861,-77.4425
FAIRPORT UNITED METHODIST CHURCH,43.09806,-77.44444
FAIRPORT COMMUNITY BAPTIST CHURCH,43.09806,-77.44083
FIRST CONGREGATIONAL CHURCH,43.09806,-77.44028
GREENVALE CEMETERY,43.09861,-77.4375
FAIRPORT PUBLIC LIBRARY,43.1,-77.44417
BETHLEHEM EVANGELICAL LUTHERAN CHURCH,43.09889,-77.44444
WEST CHURCH STREET PUBLIC SCHOOL (HISTORICAL),43.09889,-77.445
NORTH SIDE FIRE STATION (HISTORICAL),43.10472,-77.44222
NORTH SIDE PUBLIC SCHOOL (HISTORICAL),43.105,-77.43833
MONROE COUNTY BAPTIST HOME,43.10889,-77.44111
CHURCH OF THE ASSUMPTION,43.10528,-77.43972
SAINT PAUL'S LUTHERAN CHURCH,42.28381,-78.66217
FIRST METHODIST EPISCOPAL CHURCH (HISTORICAL),42.27528,-78.67389
ELLICOTTVILLE TOWN HALL,42.27528,-78.67333
SAINT JOHN'S EPISCOPAL CHURCH,42.27472,-78.67278
ZION EVANGELICAL CHURCH,42.27306,-78.67361
UNION PUBLIC SCHOOL (HISTORICAL),42.27472,-78.67222
HOLY NAME OF MARY ROMAN CATHOLIC CHURCH,42.27444,-78.67194
UNITED CHURCH OF ELLICOTTVILLE,42.27694,-78.67333
UNITED METHODIST CHURCH OF CAMDEN,43.33962,-75.74911
FREE METHODIST CHURCH,43.33583,-75.74611
ONEIDA NATION RESERVATION,43.04072,-75.61902
VILLAGE OF ESPERANCE,42.76508,-74.2589
VILLAGE OF EVANS MILLS,44.08727,-75.80779
VILLAGE OF FABIUS,42.83466,-75.98469
VILLAGE OF FAIR HAVEN,43.32601,-76.70441
VILLAGE OF FAIRPORT,43.09884,-77.4426
VILLAGE OF FALCONER,42.11898,-79.19727
VILLAGE OF FARNHAM,42.59506,-79.08086
VILLAGE OF FAYETTEVILLE,43.02912,-76.00842
VILLAGE OF FISHKILL,41.5339,-73.89415
VILLAGE OF FLEISCHMANNS,42.15523,-74.53352
VILLAGE OF FLORIDA,41.33125,-74.35337
VILLAGE OF FONDA,42.9536,-74.37201
VILLAGE OF FORESTVILLE,42.46846,-79.17554
VILLAGE OF FORT ANN,43.41464,-73.49068
VILLAGE OF FORT EDWARD,43.26883,-73.58255
VILLAGE OF FORT JOHNSON,42.95916,-74.23806
VILLAGE OF FORT PLAIN,42.93163,-74.62773
VILLAGE OF FRANKFORT,43.03841,-75.07236
VILLAGE OF FRANKLIN,42.34167,-75.16596
VILLAGE OF FRANKLINVILLE,42.33475,-78.45477
VILLAGE OF FREDONIA,42.44067,-79.33199
VILLAGE OF FREEVILLE,42.51142,-76.34572
VILLAGE OF FULTONVILLE,42.94632,-74.37043
VILLAGE OF GAINESVILLE,42.64149,-78.13466
VILLAGE OF GALWAY,43.01852,-74.03184
VILLAGE OF GENESEO,42.79899,-77.80953
VILLAGE OF GILBERTSVILLE,42.46933,-75.32261
VILLAGE OF GLEN PARK,44.00151,-75.95476
VILLAGE OF GOSHEN,41.40168,-74.32682
VILLAGE OF GOUVERNEUR,44.33666,-75.46662
VILLAGE OF GOWANDA,42.46121,-78.93382
VILLAGE OF GRAND VIEW-ON-HUDSON,41.06282,-73.92078
VILLAGE OF GRANVILLE,43.40816,-73.2616
VILLAGE OF GREAT NECK ESTATES,40.78568,-73.73976
VILLAGE OF GREAT NECK PLAZA,40.78688,-73.72621
VILLAGE OF GREEN ISLAND,42.74742,-73.69257
VILLAGE OF GREENE,42.32965,-75.76942
VILLAGE OF GREENPORT,41.103,-72.36694
VILLAGE OF GREENWICH,43.08644,-73.49667
VILLAGE OF GREENWOOD LAKE,41.22128,-74.28924
VILLAGE OF GROTON,42.58753,-76.36307
VILLAGE OF HAGAMAN,42.9728,-74.15454
VILLAGE OF HAMBURG,42.72336,-78.83481
VILLAGE OF HAMILTON,42.82932,-75.55033
VILLAGE OF HAMMOND,44.44639,-75.6935
VILLAGE OF HAMMONDSPORT,42.40825,-77.22357
VILLAGE OF HANCOCK,41.95269,-75.28357
VILLAGE OF HANNIBAL,43.31944,-76.57774
VILLAGE OF HARRIMAN,41.3088,-74.14448
VILLAGE OF HARRISON,41.02331,-73.71925
VILLAGE OF HARRISVILLE,44.1532,-75.32116
VILLAGE OF HASTINGS-ON-HUDSON,40.99026,-73.88014
VILLAGE OF HAVERSTRAW,41.19337,-73.95194
VILLAGE OF HEAD OF THE HARBOR,40.89815,-73.16236
VILLAGE OF HERMON,44.46702,-75.23117
VILLAGE OF HERRINGS,44.02313,-75.65791
VILLAGE OF HEUVELTON,44.61699,-75.40464
VILLAGE OF HEWLETT BAY PARK,40.63449,-73.69522
VILLAGE OF HEWLETT HARBOR,40.63268,-73.68422
VILLAGE OF HEWLETT NECK,40.62455,-73.6982
VILLAGE OF HIGHLAND FALLS,41.36438,-73.96827
VILLAGE OF HILLBURN,41.12643,-74.17047
VILLAGE OF HILTON,43.28994,-77.7926
VILLAGE OF HOBART,42.37152,-74.66902
VILLAGE OF HOLLAND PATENT,43.24129,-75.25675
VILLAGE OF HOLLEY,43.22466,-78.02919
VILLAGE OF HOMER,42.63711,-76.18491
VILLAGE OF HONEOYE FALLS,42.95572,-77.59023
VILLAGE OF HOOSICK FALLS,42.90091,-73.34997
VILLAGE OF HORSEHEADS,42.16888,-76.82979
VILLAGE OF HUDSON FALLS,43.30424,-73.5818
VILLAGE OF HUNTER,42.21166,-74.21615
VILLAGE OF HUNTINGTON BAY,40.90391,-73.41389
VILLAGE OF ILION,43.0114,-75.03957
VILLAGE OF INTERLAKEN,42.61881,-76.72522
VILLAGE OF ISLAND PARK,40.60535,-73.65544
VILLAGE OF ISLANDIA,40.80684,-73.17106
VILLAGE OF JEFFERSONVILLE,41.77993,-74.93005
VILLAGE OF JOHNSON CITY,42.1232,-75.9625
VILLAGE OF JORDAN,43.06709,-76.47287
VILLAGE OF KASER,41.12123,-74.06858
VILLAGE OF KEESEVILLE,44.50466,-73.48217
VILLAGE OF KENMORE,42.96463,-78.87129
VILLAGE OF KENSINGTON,40.79308,-73.72224
VILLAGE OF KINDERHOOK,42.39438,-73.70377
VILLAGE OF KINGS POINT,40.81703,-73.74065
VILLAGE OF KIRYAS JOEL,41.33983,-74.16673
VILLAGE OF LACONA,43.64345,-76.06652
VILLAGE OF LAKE GEORGE,43.42592,-73.71517
VILLAGE OF LAKE GROVE,40.85863,-73.11678
VILLAGE OF LAKE PLACID,44.28372,-73.98547
VILLAGE OF LAKE SUCCESS,40.768,-73.70887
VILLAGE OF LAKEWOOD,42.09912,-79.32007
VILLAGE OF LANCASTER,42.90069,-78.67011
VILLAGE OF LANSING,42.49016,-76.48564
VILLAGE OF LARCHMONT,40.9257,-73.75297
VILLAGE OF LATTINGTOWN,40.89214,-73.5966
VILLAGE OF LAUREL HOLLOW,40.85497,-73.4757
VILLAGE OF LAURENS,42.53132,-75.08872
VILLAGE OF LE ROY,42.97802,-77.98995
VILLAGE OF LEICESTER,42.77094,-77.8969
VILLAGE OF LEWISTON,43.17237,-79.03998
VILLAGE OF LIBERTY,41.79645,-74.74345
VILLAGE OF LIMA,42.90695,-77.61226
VILLAGE OF LIMESTONE (HISTORICAL),42.02284,-78.63246
VILLAGE OF LINDENHURST,40.68577,-73.37101
VILLAGE OF LISLE,42.34905,-76.00552
VILLAGE OF LITTLE VALLEY,42.24936,-78.79875
VILLAGE OF LIVONIA,42.82196,-77.66885
VILLAGE OF LODI,42.61346,-76.82254
VILLAGE OF LOWVILLE,43.78667,-75.48742
VILLAGE OF LYNBROOK,40.65788,-73.6742
VILLAGE OF LYNDONVILLE,43.32135,-78.38888
VILLAGE OF LYONS,43.06335,-76.99263
VILLAGE OF LYONS FALLS,43.61715,-75.36189
VILLAGE OF MACEDON,43.0683,-77.30365
VILLAGE OF MADISON,42.89774,-75.51229
VILLAGE OF MALONE,44.84892,-74.28891
VILLAGE OF MAMARONECK,40.93297,-73.72604
VILLAGE OF MANCHESTER,42.96835,-77.23119
VILLAGE OF MANLIUS,43.00153,-75.98186
VILLAGE OF MANNSVILLE,43.71569,-76.06509
VILLAGE OF MARATHON,42.44396,-76.03506
VILLAGE OF MARCELLUS,42.98376,-76.3402
VILLAGE OF MARGARETVILLE,42.1458,-74.65028
VILLAGE OF MASSENA,44.92915,-74.89231
VILLAGE OF MATINECOCK,40.864,-73.58177
VILLAGE OF MAYBROOK,41.48808,-74.21302
VILLAGE OF MAYFIELD,43.10283,-74.26608
VILLAGE OF MAYVILLE,42.25318,-79.50312
VILLAGE OF MCGRAW,42.59376,-76.0975
VILLAGE OF MEDINA,43.21966,-78.38881
VILLAGE OF MENANDS,42.69106,-73.72707
VILLAGE OF MERIDIAN,43.16296,-76.53818
VILLAGE OF MEXICO,43.46522,-76.23257
VILLAGE OF MIDDLEBURGH,42.59798,-74.32983
VILLAGE OF MIDDLEPORT,43.21172,-78.47573
VILLAGE OF MIDDLEVILLE,43.13839,-74.97082
VILLAGE OF MILFORD,42.59047,-74.94686
VILLAGE OF MILL NECK,40.88407,-73.55788
VILLAGE OF MILLBROOK,41.78412,-73.69398
VILLAGE OF MILLERTON,41.95315,-73.51133
VILLAGE OF MILLPORT,42.2681,-76.83624
VILLAGE OF MINOA,43.07469,-76.0086
VILLAGE OF MOHAWK,43.0104,-75.00751
VILLAGE OF MONROE,41.31978,-74.18479
VILLAGE OF MONTGOMERY,41.52159,-74.23879
VILLAGE OF MONTICELLO,41.65161,-74.6868
VILLAGE OF MONTOUR FALLS,42.34994,-76.84834
VILLAGE OF MORAVIA,42.71197,-76.42193
VILLAGE OF MORRIS,42.54798,-75.24553
VILLAGE OF MORRISTOWN,44.58418,-75.64533
VILLAGE OF MORRISVILLE,42.8987,-75.64476
VILLAGE OF MOUNT KISCO,41.20187,-73.72822
VILLAGE OF MOUNT MORRIS,42.7237,-77.87521
VILLAGE OF MUNNSVILLE,42.97655,-75.58652
VILLAGE OF MUNSEY PARK,40.799,-73.67992
VILLAGE OF MUTTONTOWN,40.82539,-73.53633
VILLAGE OF NAPLES,42.61764,-77.4021
VILLAGE OF NASSAU,42.51396,-73.61075
VILLAGE OF NELLISTON,42.93186,-74.60993
VILLAGE OF NELSONVILLE,41.4291,-73.94657
VILLAGE OF NEW BERLIN,42.62398,-75.33532
VILLAGE OF NEW HARTFORD,43.07102,-75.28863
VILLAGE OF NEW HEMPSTEAD,41.14885,-74.04848
VILLAGE OF NEW PALTZ,41.74943,-74.08114
VILLAGE OF NEW SQUARE,41.14083,-74.02926
VILLAGE OF NEW YORK MILLS,43.10071,-75.29311
VILLAGE OF NEWARK,43.04177,-77.09304
VILLAGE OF NEWARK VALLEY,42.22291,-76.18678
VILLAGE OF NEWPORT,43.18592,-75.0151
VILLAGE OF NICHOLS,42.02002,-76.3704
VILLAGE OF NISSEQUOGUE,40.90338,-73.1915
VILLAGE OF NORTH COLLINS,42.59482,-78.93694
VILLAGE OF NORTH HAVEN,41.02311,-72.31402
VILLAGE OF NORTH HILLS,40.77645,-73.67784
VILLAGE OF NORTH SYRACUSE,43.13385,-76.13057
VILLAGE OF NORTHVILLE,43.22391,-74.17031
VILLAGE OF NORWOOD,44.74811,-74.997
VILLAGE OF NUNDA,42.57999,-77.93791
VILLAGE OF OAKFIELD,43.06496,-78.27102
VILLAGE OF OCEAN BEACH,40.64629,-73.15652
VILLAGE OF ODESSA,42.335,-76.78811
VILLAGE OF OLD BROOKVILLE,40.83315,-73.60395
VILLAGE OF OLD FIELD,40.96113,-73.13252
VILLAGE OF OLD WESTBURY,40.78656,-73.59751
VILLAGE OF ONEIDA CASTLE,43.08144,-75.63325
VILLAGE OF ORCHARD PARK,42.76265,-78.74376
VILLAGE OF ORISKANY,43.15677,-75.33352
VILLAGE OF ORISKANY FALLS,42.93799,-75.46361
VILLAGE OF OSSINING,41.1609,-73.87118
VILLAGE OF OTEGO,42.3928,-75.18007
VILLAGE OF OTISVILLE,41.47144,-74.53971
VILLAGE OF OVID,42.67565,-76.8229
VILLAGE OF OWEGO,42.10467,-76.26297
VILLAGE OF OXFORD,42.44119,-75.59598
VILLAGE OF OYSTER BAY COVE,40.85711,-73.50388
VILLAGE OF PAINTED POST,42.1634,-77.09245
VILLAGE OF PALATINE BRIDGE,42.91431,-74.57484
VILLAGE OF PALMYRA,43.06086,-77.22972
VILLAGE OF PANAMA,42.07465,-79.48498
VILLAGE OF PARISH,43.40577,-76.12625
VILLAGE OF PATCHOGUE,40.76215,-73.01853
VILLAGE OF PAWLING,41.56333,-73.59874
VILLAGE OF PENN YAN,42.66086,-77.05358
VILLAGE OF PERRY,42.71738,-78.00641
VILLAGE OF PERRYSBURG,42.45893,-79.00083
VILLAGE OF PHELPS,42.95813,-77.06211
VILLAGE OF PHILADELPHIA,44.15422,-75.70957
VILLAGE OF PHILMONT,42.24768,-73.64632
VILLAGE OF PHOENIX,43.2316,-76.29604
VILLAGE OF PIERMONT,41.04238,-73.91481
VILLAGE OF PIKE (HISTORICAL),42.55536,-78.15424
VILLAGE OF PITTSFORD,43.09007,-77.51672
VILLAGE OF PLANDOME,40.80694,-73.69969
VILLAGE OF PLANDOME HEIGHTS,40.80207,-73.70487
VILLAGE OF PLANDOME MANOR,40.81481,-73.69789
VILLAGE OF POLAND,43.22604,-75.0613
VILLAGE OF POMONA,41.18914,-74.05425
VILLAGE OF POQUOTT,40.95294,-73.0903
VILLAGE OF PORT BYRON,43.03652,-76.6261
VILLAGE OF PORT CHESTER,41.00523,-73.66797
VILLAGE OF PORT DICKINSON,42.13635,-75.8936
VILLAGE OF PORT HENRY,44.04644,-73.46
VILLAGE OF PORT LEYDEN,43.58381,-75.34125
VILLAGE OF PORT WASHINGTON NORTH,40.84339,-73.70129
VILLAGE OF PORTVILLE,42.03671,-78.33726
VILLAGE OF POTSDAM,44.66913,-74.98566
VILLAGE OF PROSPECT,43.30498,-75.15072
VILLAGE OF PULASKI,43.56593,-76.12701
VILLAGE OF RANDOLPH,42.16117,-78.98019
VILLAGE OF RAVENA,42.47559,-73.81131
VILLAGE OF RED CREEK,43.24878,-76.72252
VILLAGE OF RED HOOK,41.99615,-73.87683
VILLAGE OF REMSEN,43.32822,-75.18699
VILLAGE OF RENSSELAER FALLS,44.59088,-75.31903
VILLAGE OF RHINEBECK,41.92947,-73.9081
VILLAGE OF RICHBURG,42.08876,-78.15651
VILLAGE OF RICHFIELD SPRINGS,42.8537,-74.98623
VILLAGE OF RICHMONDVILLE,42.63345,-74.56282
VILLAGE OF RICHVILLE,44.41507,-75.39245
VILLAGE OF RIVERSIDE,42.15529,-77.08014
VILLAGE OF ROCKVILLE CENTRE,40.66432,-73.63831
VILLAGE OF ROSLYN,40.7991,-73.6491
VILLAGE OF ROSLYN ESTATES,40.79366,-73.66121
VILLAGE OF ROSLYN HARBOR,40.81582,-73.63792
VILLAGE OF ROUND LAKE,42.9376,-73.79586
VILLAGE OF ROUSES POINT,44.993,-73.36336
VILLAGE OF RUSHVILLE,42.76069,-77.22739
VILLAGE OF RUSSELL GARDENS,40.78089,-73.72545
VILLAGE OF RYE BROOK,41.03021,-73.68638
VILLAGE OF SACKETS HARBOR,43.94204,-76.11867
SAINT JOHN'S ROMAN CATHOLIC CHURCH,43.33639,-75.74611
VILLAGE OF SADDLE ROCK,40.7948,-73.74923
VILLAGE OF SAG HARBOR,40.99707,-72.28917
VILLAGE OF SAGAPONACK,40.93032,-72.27273
VILLAGE OF SALEM,43.17266,-73.32663
VILLAGE OF SALTAIRE,40.63876,-73.19491
VILLAGE OF SANDY CREEK,43.64337,-76.08632
VILLAGE OF SARANAC LAKE,44.32458,-74.13131
VILLAGE OF SAUGERTIES,42.07503,-73.94839
VILLAGE OF SAVONA,42.28307,-77.22365
VILLAGE OF SCHAGHTICOKE,42.89881,-73.58781
VILLAGE OF SCHOHARIE,42.66638,-74.31374
VILLAGE OF SCHUYLERVILLE,43.10146,-73.58079
VILLAGE OF SCOTIA,42.83213,-73.96067
VILLAGE OF SCOTTSVILLE,43.02212,-77.75557
VILLAGE OF SENECA FALLS,42.90963,-76.79585
VILLAGE OF SHARON SPRINGS,42.79301,-74.61284
VILLAGE OF SHERBURNE,42.68065,-75.4965
VILLAGE OF SHERMAN,42.15906,-79.59443
VILLAGE OF SHOREHAM,40.95705,-72.90711
VILLAGE OF SHORTSVILLE,42.95547,-77.22352
VILLAGE OF SIDNEY,42.30661,-75.3983
VILLAGE OF SILVER CREEK,42.5426,-79.16764
VILLAGE OF SILVER SPRINGS,42.66051,-78.08551
VILLAGE OF SINCLAIRVILLE,42.26536,-79.25906
VILLAGE OF SKANEATELES,42.94579,-76.42819
VILLAGE OF SLOAN,42.89209,-78.7918
VILLAGE OF SLOATSBURG,41.16207,-74.19015
VILLAGE OF SMYRNA,42.68692,-75.56869
VILLAGE OF SODUS,43.2371,-77.06275
VILLAGE OF SODUS POINT,43.26399,-76.99523
VILLAGE OF SOLVAY,43.05729,-76.21245
VILLAGE OF SOUTH BLOOMING GROVE,41.37346,-74.17906
VILLAGE OF SOUTH CORNING,42.12618,-77.03556
VILLAGE OF SOUTH DAYTON,42.36283,-79.05099
VILLAGE OF SOUTH FLORAL PARK,40.7135,-73.7004
VILLAGE OF SOUTH GLENS FALLS,43.29515,-73.63509
VILLAGE OF SPECULATOR,43.55957,-74.3567
VILLAGE OF SPENCER,42.21444,-76.49639
VILLAGE OF SPENCERPORT,43.18846,-77.80628
VILLAGE OF SPRING VALLEY,41.11504,-74.04853
VILLAGE OF SPRINGVILLE,42.50838,-78.66963
VILLAGE OF SAINT JOHNSVILLE,43.00107,-74.67816
VILLAGE OF STAMFORD,42.40932,-74.617
VILLAGE OF STILLWATER,42.94686,-73.64386
VILLAGE OF SUFFERN,41.11386,-74.14208
VILLAGE OF SYLVAN BEACH,43.20598,-75.72338
VILLAGE OF TANNERSVILLE,42.19365,-74.13536
VILLAGE OF THERESA,44.21533,-75.79691
VILLAGE OF THOMASTON,40.78753,-73.7151
VILLAGE OF TIVOLI,42.05868,-73.91187
VILLAGE OF TRUMANSBURG,42.541,-76.66175
VILLAGE OF TULLY,42.79795,-76.11011
VILLAGE OF TUPPER LAKE,44.23259,-74.46205
VILLAGE OF TURIN,43.62918,-75.41067
VILLAGE OF TUXEDO PARK,41.20078,-74.20597
VILLAGE OF UNADILLA,42.32729,-75.31551
VILLAGE OF UNION SPRINGS,42.84577,-76.69089
VILLAGE OF UNIONVILLE,41.30147,-74.56223
VILLAGE OF UPPER BROOKVILLE,40.8476,-73.56265
VILLAGE OF VALATIE,42.4134,-73.67785
VILLAGE OF VALLEY FALLS,42.90061,-73.56269
VILLAGE OF VAN ETTEN,42.1975,-76.5542
VILLAGE OF VERNON,43.07935,-75.53871
VILLAGE OF VICTOR,42.982,-77.40981
VILLAGE OF VICTORY,43.09186,-73.59176
VILLAGE OF VOORHEESVILLE,42.65173,-73.93481
VILLAGE OF WADDINGTON,44.85914,-75.19688
VILLAGE OF WALDEN,41.56024,-74.18787
VILLAGE OF WALTON,42.1688,-75.13042
VILLAGE OF WAMPSVILLE,43.07718,-75.70966
VILLAGE OF WAPPINGERS FALLS,41.59863,-73.91784
VILLAGE OF WARSAW,42.74291,-78.14129
VILLAGE OF WARWICK,41.25519,-74.35508
VILLAGE OF WASHINGTONVILLE,41.42964,-74.15772
VILLAGE OF WATERFORD,42.79159,-73.67903
VILLAGE OF WATERVILLE,42.93059,-75.3802
VILLAGE OF WATKINS GLEN,42.38012,-76.86726
VILLAGE OF WAVERLY,42.01196,-76.54042
VILLAGE OF WAYLAND,42.56599,-77.59259
VILLAGE OF WEBSTER,43.21508,-77.42239
VILLAGE OF WEEDSPORT,43.04812,-76.56361
VILLAGE OF WELLSBURG,42.01266,-76.72989
